わんりょく	腕力
やむをえ	やむを得
やむちゃ	飲茶
やみつき	病み付き
やみうち	闇討ち
やみ	闇
やまわけ	山分け
やまやま	山々
やまもり	山盛り
やまはだ	山肌
やまば	山場
やまのぼり	山登り
やまのて	山の手
やまと	大和
やまて	山手
やまづみ	山積み
やますそ	山裾
やまし	疚し
やまし	山師
やまざと	山里
やまざくら	山桜
やまごや	山小屋
やまぐに	山国
やまくずれ	山崩れ
やまがわ	山側
やまかわ	山川
やまがら	山雀
やまおく	山奥
やまい	病
やまあい	山間
やま	山
やぼう	野望
やぼ	野暮
やぶん	夜分
やぶれめ	破れ目
やぶれさ	敗れ去
やぶれかぶれ	破れかぶれ
やぶれ	敗れ
やぶへび	薮蛇
やぶからぼう	薮から棒
やぶ	薮
やぶ	破
やひ	野卑
やばん	野蛮
やはん	夜半
やね	屋根
やぬし	家主
やにさが	やに下が
やに	脂
やなぎば	柳刃
やなぎ	柳
やな	梁
やどや	宿屋
やとう	野盗
やとう	野党
やといぬし	雇主
やとい	雇
やど	宿
やつら	奴ら
やつめうなぎ	鱧
やっつ	八つ
やっこ	奴
やっきょく	薬局
やっきょう	薬莢
やっき	躍起
やっかん	約款
やっかい	厄介
やっか	薬価
やつ	八
やつ	奴
やちん	家賃
やちょう	野鳥
やちよ	八千代
やたい	屋台
やそじ	八十路
やそうきょく	夜想曲
やそう	野草
やせん	夜戦
やせほそ	やせ細
やせおとろえ	やせ衰え
やせい	野生
やせい	野性
やせ	痩せ
やすん	安ん
やすらか	安らか
やすら	安ら
やすもの	安物
やすみ	休み
やすま	休ま
やすぶしん	安普請
やすね	安値
やすっぽ	安っぽ
やすうり	安売り
やすあがり	安上がり
やす	休
やす	易
やす	安
やじん	野人
やしん	野心
やしろ	社
やじるし	矢印
やしょく	夜食
やじゅう	野獣
やしゅ	野手
やしな	養
やしき	屋敷
やじうま	野次馬
やじ	野次
やし	椰子
やし	香具師
やさし	優し
やさし	易し
やさき	矢先
やさい	野菜
やごう	屋号
やこう	夜行
やこう	夜光
やけぼっくい	焼け棒杭
やけぼっくい	焼けぼっくい
やけど	火傷
やけつ	焼け付
やけい	夜警
やけい	夜景
やけ	焼け
やけ	灼け
やくわり	役割
やぐら	櫓
やくよう	薬用
やくめ	役目
やくまん	役満
やくほうし	薬包紙
やくぶん	訳文
やくぶん	約分
やくぶつ	薬物
やくひん	薬品
やくば	役場
やくにん	役人
やくどし	厄年
やくどく	訳読
やくどく	役得
やくとく	役得
やくどう	躍動
やくだ	役立
やくそく	約束
やくそう	薬草
やくすう	約数
やくしん	躍進
やくしょく	役職
やくじょう	約定
やくじょ	躍如
やくしょ	役所
やくしゅつ	訳出
やくしゃ	訳者
やくしゃ	役者
やくざい	薬剤
やくご	訳語
やくがら	役柄
やくがくぶ	薬学部
やくがく	薬学
やくがい	薬害
やくいん	役員
やく	訳
やく	薬
やく	約
やく	役
やく	厄
やきん	夜勤
やきん	冶金
やきゅう	野球
やきもの	焼物
やきにく	焼肉
やきつけ	焼付け
やきつ	焼き付
やきいも	焼き芋
やぎ	夜着
やぎ	山羊
やかん	夜間
やから	輩
やかまし	喧し
やかた	舘
やかた	館
やかた	屋形
やがく	夜学
やがい	野外
やおや	八百屋
やおもて	矢面
やおちょう	八百長
やえば	八重歯
やえい	野営
やえ	八重
やいば	刃
や	矢
や	野
や	病
や	妬
や	焼
や	殺
や	遣
や	屋
もんよう	文様
もんめ	匁
もんぶ	文部
もんぴょう	門標
もんぴ	門扉
もんばん	門番
もんばつ	門閥
もんどりう	もんどり打
もんどころ	紋所
もんどう	問答
もんとう	門灯
もんてい	門弟
もんつき	紋付
もんちゃく	悶着
もんだいてん	問題点
もんだい	問題
もんぜんばらい	門前払い
もんぜん	門前
もんしん	問診
もんしょう	紋章
もんし	門歯
もんし	悶死
もんこ	門戸
もんげん	門限
もんく	文句
もんきりがた	紋切り型
もんがいかん	門外漢
もんがい	門外
もんか	門下
もん	門
もん	紋
もろもろ	諸々
もろ	脆
もろ	諸
もれ	洩れ
もりたて	盛り立て
もりたて	守り立て
もりこ	盛り込
もりかえ	盛りかえ
もりあげ	盛り上げ
もりあが	盛り上が
もり	杜
もり	森
もり	守
もら	漏ら
もら	貰
もより	最寄り
もよお	催
もよう	模様
もやし	萌やし
もや	靄
もや	母屋
もや	燃や
もも	桃
もも	腿
もも	股
もめん	木綿
もめごと	揉め事
もめ	揉め
もみじ	紅葉
もみじ	椛
もみけ	揉み消
もみけ	もみ消
もほう	模倣
もふく	喪服
もはん	模範
もはや	最早
ものめずらし	物珍し
ものほし	物干し
ものたりな	物足りな
ものすご	物凄
ものずき	物好き
ものしり	物知り
ものしずか	物静か
ものさし	物差し
ものごと	物事
ものごい	物乞い
ものがなし	物悲し
ものがなし	もの悲し
ものがたり	物語
ものかき	物書き
ものおもい	物思い
ものおと	物音
ものおき	物置
もの	物
もの	者
もともと	元々
もとめ	求め
もとむ	求む
もとま	求ま
もとね	元値
もとどおり	元通り
もとで	元手
もとづ	基づ
もとちょう	元帳
もとせん	元栓
もとじめ	元締め
もとき	本木
もとうけ	元請け
もとい	基
もど	戻
もと	素
もと	元
もと	求
もと	基
もと	下
もでるか	モデル化
もてあま	持て余
もてあそ	弄
もつやく	没薬
もっぱら	専ら
もっとも	尤も
もっとも	最も
もって	以て
もって	以って
もったい	勿体
もっこう	木工
もっこう	木瓜
もちろんの	勿論の
もちろん	勿論
もちよ	持ち寄
もちゅう	喪中
もちまわ	持ち回
もちはだ	餅肌
もちはこ	持ち運
もちなお	持ち直
もちづき	望月
もちだ	持ち出
もちさ	持ち去
もちごめ	餅米
もちこ	持ち込
もちこ	持ち越
もちかけ	持ち掛け
もちい	用い
もちあわ	持ち合わ
もちある	持ち歩
もちあげ	持ち上げ
もちあが	持ち上が
もち	餅
もち	持ち
もだえ	悶え
もぞう	模造
もず	鵙
もず	百舌
もしょう	喪章
もしゅ	喪主
もしゃ	模写
もじばけ	文字化け
もじすう	文字数
もじしゅ	文字種
もしき	模式
もじ	文字
もさく	模索
もさ	猛者
もけい	模型
もくろみ	目論見
もくろく	目録
もくろ	目論
もくれい	黙礼
もぐりこ	もぐり込
もくようび	木曜日
もくよう	木曜
もくもく	黙々
もくめ	木目
もくひょう	目標
もくひ	黙秘
もくば	木馬
もくにん	黙認
もくとう	黙祷
もくてきち	目的地
もくてき	目的
もくたん	木炭
もくそく	目測
もくぞう	木造
もくぜん	目前
もくじ	目次
もくし	目視
もくし	目指
もくし	黙視
もくさん	目算
もくさつ	黙殺
もくざい	木材
もくげき	目撃
もくあみ	黙阿弥
もぐ	潜
もく	目
もく	黙
もぎ	模擬
もえ	萌え
もえ	萌
もえ	燃え
もうれつ	猛烈
もうら	網羅
もうもく	盲目
もうまく	網膜
もうまい	蒙昧
もうぼさんせん	孟母三遷
もうふ	毛布
もうひつ	毛筆
もうはつ	毛髪
もうどく	猛毒
もうどうけん	盲導犬
もうとう	毛頭
もうてん	盲点
もうで	詣で
もうちょう	盲腸
もうそうちく	孟宗竹
もうそう	妄想
もうぜん	猛然
もうせん	毛氈
もうじん	盲人
もうしん	盲信
もうしわた	申し渡
もうしわけな	申し訳な
もうしわけ	申し訳
もうしょ	猛暑
もうじゅう	猛獣
もうしゅう	妄執
もうじゃ	亡者
もうしぶん	申し分
もうしで	申し出
もうしつけ	申しつけ
もうしたてしょ	申立書
もうしこみしょ	申込書
もうしこみ	申込
もうしご	申し子
もうしこ	申し込
もうしうけ	申し受け
もうしいれ	申し入れ
もうしあわ	申し合わ
もうしあげ	申し上げ
もうさいかん	毛細管
もうげん	妄言
もうけ	儲け
もうけ	設け
もうきん	猛禽
もうか	儲か
もうい	猛威
もう	申
も	揉
も	漏
も	模
も	燃
も	藻
も	喪
も	盛
も	持
も	洩
めんるい	麺類
めんもく	面目
めんめん	面々
めんみつ	綿密
めんぼく	面目
めんどう	面倒
めんつ	面子
めんだん	面談
めんたいこ	明太子
めんそう	面相
めんそ	免訴
めんそ	免租
めんぜん	面前
めんせつ	面接
めんせき	面積
めんせき	免責
めんぜい	免税
めんしょく	免職
めんじょう	免状
めんじょ	免除
めんしき	面識
めんし	綿糸
めんざい	免罪
めんきょしょう	免許証
めんきょかいでん	免許皆伝
めんきょ	免許
めんかい	面会
めんか	棉花
めんえき	免疫
めん	麺
めん	面
めん	綿
めん	免
めりけんこ	メリケン粉
めやに	目脂
めやす	目安
めもり	目盛り
めもり	目盛
めもと	目元
めもちょう	メモ帳
めめし	女々し
めまぐるし	目まぐるし
めぼし	目星
めべり	目減り
めぶんりょう	目分量
めはな	目鼻
めばえ	芽生え
めのう	碼碯
めど	目処
めっぽう	滅法
めつぼう	滅亡
めったに	滅多に
めった	滅多
めっしつ	滅失
めっきん	滅菌
めっきゃく	滅却
めっき	滅金
めつ	滅
めちゃくちゃ	滅茶苦茶
めだま	目玉
めだ	目立
めせん	目線
めずらし	珍し
めす	牝
めす	雌
めじろ	目白
めじろ	繍眼児
めじるし	目印
めじり	目尻
めしつかい	召使
めした	目下
めし	飯
めざわり	目障り
めざめ	目覚め
めざまし	目覚し
めざと	目ざと
めさき	目先
めざ	目指
めくるめく	目くるめく
めぐりあ	巡り合
めくら	盲
めぐすり	目薬
めぐ	巡
めぐ	恵
めがみ	女神
めがね	眼鏡
めかた	目方
めがしら	目頭
めかけ	妾
めおと	夫婦
めうつり	目移り
めうし	牝牛
めうえ	目上
めいわく	迷惑
めいろう	明朗
めいろ	迷路
めいれい	命令
めいりょう	明瞭
めいよ	名誉
めいもん	名門
めいもく	暝黙
めいもく	名目
めいめいはくはく	明々白々
めいめい	銘々
めいめい	命名
めいぼく	銘木
めいぼう	名望
めいほう	盟邦
めいぼ	名簿
めいぶんか	明文化
めいぶん	名文
めいぶん	名分
めいぶつ	名物
めいふく	冥福
めいふ	冥府
めいびん	明敏
めいび	明媚
めいはく	明白
めいば	名馬
めいにち	命日
めいとう	名答
めいとう	名刀
めいど	明度
めいど	冥土
めいっぱい	目一杯
めいちょ	名著
めいちゅう	命中
めいち	明知
めいだい	命題
めいそう	瞑想
めいせん	名泉
めいせき	明晰
めいせい	名声
めいすう	名数
めいすい	名水
めいじん	名人
めいしん	迷信
めいしょく	明色
めいしょう	名称
めいしょう	名勝
めいしょ	名所
めいしゅ	銘酒
めいしゅ	名手
めいじつ	名実
めいじ	明示
めいし	名詞
めいし	名刺
めいさん	名産
めいさつ	名刹
めいさく	名作
めいさい	迷彩
めいさい	明細
めいこう	名工
めいげん	明言
めいげん	名言
めいけん	名犬
めいけん	名剣
めいげつ	名月
めいきょく	名曲
めいきゅう	迷宮
めいぎ	名義
めいき	銘記
めいき	明記
めいがら	銘柄
めいかく	明確
めいかい	明快
めいかい	明解
めいが	名画
めいか	銘菓
めいか	名家
めいうん	命運
めいう	銘打
めいい	名医
めいあん	明暗
めいあん	名案
めい	暝
めい	滅入
めい	姪
めい	銘
めい	命
めい	名
めあて	目当て
めあたらし	目新し
め	目
め	召
め	眼
め	芽
むろんの	無論の
むろん	無論
むろまち	室町
むろ	室
むれ	蒸れ
むれ	群れ
むれ	群
むるい	無類
むりょく	無力
むりょう	無量
むりょう	無料
むりやり	無理矢理
むりじい	無理強い
むり	無理
むらはちぶ	村八分
むらさき	紫
むらが	群が
むら	村
むら	蒸ら
むよく	無欲
むよう	無用
むゆうびょう	夢遊病
むやみ	無闇
むめい	無銘
むめい	無名
むみ	無味
むま	夢魔
むぼうび	無防備
むぼう	無謀
むほう	無法
むへんかん	無変換
むふう	無風
むひょうじょう	無表情
むびょう	無病
むひ	無比
むはい	無敗
むのう	無能
むねんむそう	無念無想
むねん	無念
むねあげ	棟上げ
むね	棟
むね	旨
むね	胸
むに	無二
むなし	空し
むなし	虚し
むなさわぎ	胸騒ぎ
むなげ	胸毛
むとんちゃく	無頓着
むどく	無毒
むでん	無電
むてっぽう	無鉄砲
むてじゅん	無手順
むてき	無敵
むつまじ	睦まじ
むっつ	六つ
むつき	睦月
むつかし	難し
むつう	無痛
むちん	無賃
むちゅう	夢中
むちゃくちゃ	無茶苦茶
むちゃ	無茶
むち	無知
むち	鞭
むだん	無断
むだ	無駄
むそじ	六十路
むぞうさ	無造作
むそう	夢想
むせんき	無線機
むせん	無銭
むせん	無線
むせっそう	無節操
むせきにん	無責任
むぜい	無税
むせい	無声
むせ	咽
むすめ	娘
むすびつけ	結びつけ
むすびつ	結び付
むすびつ	結びつ
むすこ	息子
むずかし	難し
むすう	無数
むす	結
むしんろん	無神論
むじん	無尽
むじん	無人
むしん	無心
むしろ	蓆
むしろ	筵
むしょく	無色
むしょく	無職
むじょうけん	無条件
むじょうかん	無常観
むじょう	無情
むじょう	無常
むしょう	霧消
むしょう	無性
むしょう	無償
むじゅん	矛盾
むしゅう	無臭
むしゃぶるい	武者震い
むじゃき	無邪気
むしゃ	武者
むしば	虫歯
むしば	蝕
むじな	貉
むじつ	無実
むしけら	虫けら
むしかえ	蒸し返
むしあつ	蒸し暑
むじ	無地
むし	無視
むし	虫
むざん	無残
むざん	無惨
むさん	無産
むさぼ	貪
むさし	武蔵
むざい	無罪
むごん	無言
むこん	無根
むこう	無効
むこう	向こう
むこう	向う
むご	惨
むご	酷
むこ	婿
むげんだい	無限大
むげんえん	無限遠
むげん	無限
むけつ	無欠
むげい	無芸
むけい	無形
むげ	無碍
むけ	向け
むくろ	躯
むくろ	骸
むくどり	椋鳥
むくち	無口
むくい	報い
むく	椋
むく	無垢
むく	浮腫
むぎわら	麦藁
むぎわら	麦ワラ
むきりょく	無気力
むきゅう	無給
むきゅう	無休
むぎばたけ	麦畑
むきどう	無軌道
むぎちゃ	麦茶
むきだ	むき出
むきず	無傷
むきあ	向き合
むぎ	麦
むき	無機
むき	無期
むかん	無冠
むかっぱら	むかっ腹
むかしむかし	昔々
むかしばなし	昔話
むかし	昔
むがく	無学
むかえいれ	迎え入れ
むかえ	迎え
むかいあ	向かい合
むがい	無害
むが	無我
むか	向か
むおん	無音
むえん	無鉛
むえん	無縁
むえき	無益
むいみ	無意味
むいちもん	無一文
むいちぶつ	無一物
むいか	六日
むいか	6日
むいか	６日
むい	無為
む	六
む	無
む	剥
む	蒸
む	向
みんわ	民話
みんよう	民謡
みんゆう	民有
みんぽう	民法
みんぽう	民放
みんな	皆
みんぞく	民族
みんぞく	民俗
みんせい	民生
みんせい	民政
みんしゅく	民宿
みんしゅう	民衆
みんじゅ	民需
みんしゅ	民主
みんじ	民事
みんけん	民権
みんげい	民芸
